NAME,B19083_001E,B19082_001E,B19082_002E,B19082_003E,B19082_004E,B19082_005E,B19082_006E,state,county
"Arenac County, Michigan",0.4209,4.34,9.90,15.72,23.56,46.48,18.69,26,011
"Cass County, Michigan",0.4473,4.03,9.69,14.97,22.33,48.98,22.69,26,027
"Iron County, Michigan",0.4334,3.92,9.35,15.43,24.57,46.73,18.90,26,071
"Roscommon County, Michigan",0.4339,4.11,9.65,15.76,22.97,47.52,20.87,26,143
"Wayne County, Michigan",0.4974,2.57,7.85,14.00,23.14,52.44,23.06,26,163
"Branch County, Michigan",0.4117,4.62,10.27,16.05,23.26,45.78,19.11,26,023
"Jackson County, Michigan",0.4439,3.81,9.31,15.36,23.40,48.12,20.56,26,075
"Mackinac County, Michigan",0.4406,3.91,9.32,15.55,23.37,47.84,20.61,26,097
"Antrim County, Michigan",0.4675,3.71,9.14,14.58,21.67,50.90,24.45,26,009
"Houghton County, Michigan",0.4724,2.92,8.45,14.93,23.77,49.94,21.62,26,061
"Iosco County, Michigan",0.4217,4.26,10.34,15.79,23.05,46.57,19.95,26,069
"Lake County, Michigan",0.4397,3.48,9.35,15.69,24.08,47.40,18.73,26,085
"Montmorency County, Michigan",0.3979,4.83,10.62,16.42,23.36,44.77,17.70,26,119
"Presque Isle County, Michigan",0.4280,4.09,9.84,15.90,23.34,46.83,19.93,26,141
"Kalamazoo County, Michigan",0.4673,3.48,8.82,14.41,22.91,50.38,22.26,26,077
"Mecosta County, Michigan",0.4559,3.40,8.99,15.17,23.47,48.97,20.87,26,107
"Marquette County, Michigan",0.4330,3.57,9.72,15.90,24.12,46.69,19.03,26,103
"Newaygo County, Michigan",0.4397,3.78,9.51,15.68,23.46,47.57,20.88,26,123
"Osceola County, Michigan",0.4300,3.94,9.73,15.71,23.69,46.92,18.99,26,133
"Otsego County, Michigan",0.4143,4.52,10.03,15.93,23.73,45.79,18.57,26,137
"Calhoun County, Michigan",0.4435,3.73,9.27,15.36,23.52,48.13,19.90,26,025
"Cheboygan County, Michigan",0.4220,3.98,10.00,16.06,23.87,46.09,18.71,26,031
"Luce County, Michigan",0.3926,4.76,10.85,16.19,24.58,43.62,16.90,26,095
"Kent County, Michigan",0.4578,3.76,9.18,14.87,22.47,49.72,22.92,26,081
"Macomb County, Michigan",0.4255,4.06,9.72,15.74,24.04,46.44,18.62,26,099
"Bay County, Michigan",0.4387,3.74,9.53,15.44,23.69,47.60,19.72,26,017
"Saginaw County, Michigan",0.4644,3.48,8.93,14.68,22.86,50.04,22.39,26,145
"Shiawassee County, Michigan",0.4041,4.54,10.40,16.28,23.99,44.78,17.79,26,155
"Baraga County, Michigan",0.4528,3.46,9.09,14.99,23.62,48.85,20.16,26,013
"Charlevoix County, Michigan",0.4700,3.83,8.82,14.45,21.81,51.08,24.48,26,029
"Eaton County, Michigan",0.4149,4.37,10.43,16.11,23.20,45.90,19.60,26,045
"Delta County, Michigan",0.4378,3.85,9.41,15.52,23.97,47.26,20.05,26,041
"Gogebic County, Michigan",0.4870,3.20,8.33,14.25,22.26,51.96,24.80,26,053
"Emmet County, Michigan",0.4594,3.90,9.05,14.76,22.23,50.06,23.15,26,047
"Woodruff County, Arkansas",0.4949,2.70,7.20,13.29,25.95,50.86,21.23,05,147
"Cleburne County, Arkansas",0.4582,4.03,9.19,14.57,22.01,50.20,23.05,05,023
"Cleveland County, Arkansas",0.4418,3.78,8.98,15.37,23.66,48.20,17.94,05,025
"Jackson County, Arkansas",0.5031,3.65,7.69,12.92,21.35,54.39,26.07,05,067
"Hempstead County, Arkansas",0.4257,3.99,9.39,15.82,24.78,46.01,17.75,05,057
"Sharp County, Arkansas",0.4758,3.84,8.75,14.22,22.11,51.08,25.89,05,135
"Stone County, Arkansas",0.4595,3.83,8.45,14.84,23.24,49.64,21.12,05,137
"Washington County, Arkansas",0.4967,3.08,8.32,13.64,21.58,53.38,25.26,05,143
"Baxter County, Arkansas",0.4539,4.24,9.55,14.58,21.29,50.34,23.32,05,005
"Ashley County, Arkansas",0.4760,3.54,8.21,14.33,22.90,51.02,22.91,05,003
"Craighead County, Arkansas",0.4930,3.22,8.10,13.80,22.17,52.71,24.91,05,031
"Greene County, Arkansas",0.4170,4.09,9.86,16.16,24.49,45.41,17.77,05,055
"Lafayette County, Arkansas",0.5762,1.87,6.59,11.31,20.01,60.22,32.84,05,073
"Perry County, Arkansas",0.4031,4.55,10.10,16.06,24.58,44.72,15.82,05,105
"Phillips County, Arkansas",0.4925,3.14,7.50,13.28,23.65,52.42,21.68,05,107
"Poinsett County, Arkansas",0.4161,4.17,9.84,16.34,24.20,45.46,18.04,05,111
"Sevier County, Arkansas",0.4221,4.12,9.97,16.24,23.30,46.37,19.26,05,133
"Yell County, Arkansas",0.4501,3.94,9.37,14.67,22.80,49.22,21.24,05,149
"Calhoun County, Arkansas",0.4266,3.88,9.29,15.43,24.48,46.93,15.44,05,013
"Clark County, Arkansas",0.4509,3.22,8.93,14.96,24.80,48.09,18.61,05,019
"Bradley County, Arkansas",0.4603,3.29,8.57,14.58,23.71,49.84,17.96,05,011
"Monroe County, Arkansas",0.4699,3.04,7.96,14.68,24.66,49.66,19.53,05,095
"Polk County, Arkansas",0.4377,4.09,9.51,15.16,22.97,48.27,19.65,05,113
"Ouachita County, Arkansas",0.4770,3.11,7.89,14.22,24.03,50.75,20.42,05,103
"Newton County, Arkansas",0.4312,3.82,8.92,16.28,24.61,46.37,17.86,05,101
"Little River County, Arkansas",0.4643,3.70,8.20,15.11,23.14,49.84,22.00,05,081
"Carroll County, Arkansas",0.4572,4.20,9.23,14.90,21.41,50.26,24.66,05,015
"Miller County, Arkansas",0.4662,3.17,8.63,14.69,23.89,49.62,20.80,05,091
"Lake County, California",0.4796,2.97,8.25,14.25,23.77,50.77,21.65,06,033
"Mariposa County, California",0.4349,3.63,9.39,15.83,23.85,47.28,18.12,06,043
"Yuba County, California",0.4276,3.83,9.45,15.71,24.77,46.24,17.35,06,115
"Contra Costa County, California",0.4703,3.24,8.75,14.65,22.77,50.59,22.21,06,013
"Lassen County, California",0.4231,3.87,9.63,16.05,24.53,45.92,17.63,06,035
"Santa Barbara County, California",0.4798,3.24,8.47,14.24,22.51,51.53,23.19,06,083
"Sonoma County, California",0.4578,3.51,9.17,14.98,22.86,49.48,21.95,06,097
"Imperial County, California",0.4768,3.05,7.79,14.58,24.32,50.26,20.85,06,025
"Mono County, California",0.3701,5.69,11.72,16.11,23.48,43.01,16.40,06,051
"Alameda County, California",0.4624,2.97,8.70,15.21,23.98,49.14,20.28,06,001
"Sacramento County, California",0.4583,3.26,8.92,15.10,23.66,49.06,20.65,06,067
"Napa County, California",0.4719,3.49,8.72,14.52,22.28,50.98,23.46,06,055
"Monterey County, California",0.4619,3.83,9.14,14.43,22.15,50.45,22.83,06,053
"Sierra County, California",0.4269,3.67,8.98,14.94,27.69,44.71,15.84,06,091
"San Diego County, California",0.4630,3.34,8.87,14.87,23.13,49.78,21.52,06,073
"Yolo County, California",0.4931,2.47,7.94,14.29,23.31,51.99,22.19,06,113
"Humboldt County, California",0.4754,3.32,8.52,14.41,22.73,51.02,22.79,06,023
"Alpine County, California",0.4967,3.34,8.13,13.52,22.08,52.94,27.43,06,003
"Mendocino County, California",0.4736,3.30,8.48,14.65,22.92,50.64,22.88,06,045
"Santa Cruz County, California",0.4826,2.86,8.14,14.32,23.26,51.42,21.40,06,087
"Los Angeles County, California",0.5022,2.82,7.82,13.73,22.28,53.36,24.70,06,037
"Riverside County, California",0.4547,3.39,8.95,15.23,23.65,48.78,20.53,06,065
"Santa Clara County, California",0.4652,3.04,8.76,15.11,23.47,49.62,21.28,06,085
"Marin County, California",0.5158,2.64,7.43,13.27,21.75,54.91,25.32,06,041
"Siskiyou County, California",0.4880,3.32,8.29,14.15,22.08,52.16,25.23,06,093
"Shasta County, California",0.4603,3.42,8.80,14.84,23.30,49.63,20.55,06,089
"Del Norte County, California",0.4857,2.95,7.97,14.74,23.09,51.25,23.82,06,015
"San Luis Obispo County, California",0.4538,3.27,9.16,15.29,23.52,48.76,20.52,06,079
"Glenn County, California",0.4548,3.17,8.67,15.72,23.80,48.62,19.64,06,021
"Butte County, California",0.4893,2.99,7.94,14.03,23.06,51.98,22.88,06,007
"Plumas County, California",0.4549,3.56,9.20,14.91,23.37,48.97,21.65,06,063
"Kern County, California",0.4645,3.35,8.62,14.70,23.60,49.73,20.89,06,029
"Orange County, California",0.4700,3.22,8.78,14.70,22.87,50.44,22.37,06,059
"Calaveras County, California",0.4464,3.77,9.11,14.88,23.91,48.33,19.79,06,009
"Sutter County, California",0.4466,3.78,9.26,15.14,23.47,48.35,20.63,06,101
"San Mateo County, California",0.4852,3.06,8.44,14.14,22.35,52.01,23.67,06,081
"Tuolumne County, California",0.4881,3.18,8.32,14.31,22.02,52.17,25.12,06,109
"San Joaquin County, California",0.4546,3.43,8.88,15.12,23.79,48.78,20.26,06,077
"Amador County, California",0.4437,4.01,9.14,15.52,23.10,48.24,21.22,06,005
"Phillips County, Colorado",0.4573,3.98,9.32,14.29,22.49,49.92,23.70,08,095
"Archuleta County, Colorado",0.4486,4.43,9.42,14.61,22.08,49.46,23.69,08,007
"Denver County, Colorado",0.4958,2.89,8.21,13.79,22.17,52.95,24.41,08,031
"Kiowa County, Colorado",0.4383,4.53,10.33,14.10,22.00,49.04,22.04,08,061
"Huerfano County, Colorado",0.4314,4.12,9.16,14.87,25.03,46.83,17.70,08,055
"Baca County, Colorado",0.4396,4.08,9.18,14.89,24.04,47.81,19.17,08,009
"Chaffee County, Colorado",0.4266,3.93,9.42,16.11,24.15,46.40,18.16,08,015
"Gilpin County, Colorado",0.4241,5.00,10.51,14.71,22.22,47.56,22.99,08,047
"Kit Carson County, Colorado",0.4691,4.55,9.16,14.28,20.35,51.67,27.99,08,063
"Garfield County, Colorado",0.4008,4.38,10.73,16.77,23.62,44.50,18.02,08,045
"Gunnison County, Colorado",0.4182,4.08,10.05,15.62,24.33,45.92,17.42,08,051
"Jefferson County, Colorado",0.4337,3.98,9.76,15.53,23.31,47.42,20.19,08,059
"Mineral County, Colorado",0.3541,6.40,11.89,16.12,24.01,41.59,15.79,08,079
"Ouray County, Colorado",0.4413,3.20,9.58,16.14,24.07,47.01,20.30,08,091
"Rio Blanco County, Colorado",0.4170,4.03,9.73,16.21,25.14,44.88,18.21,08,103
"Sedgwick County, Colorado",0.4462,3.46,8.80,16.05,24.13,47.55,20.42,08,115
"Conejos County, Colorado",0.4614,3.82,8.32,14.34,23.95,49.58,20.57,08,021
"Costilla County, Colorado",0.5076,3.17,7.71,13.53,20.44,55.15,25.71,08,023
"Adams County, Colorado",0.4075,4.41,10.45,16.28,23.75,45.11,18.26,08,001
"Eagle County, Colorado",0.4335,4.51,10.07,15.26,21.85,48.31,22.39,08,037
"Lake County, Colorado",0.4349,3.54,9.81,15.55,23.92,47.18,18.51,08,065
"Moffat County, Colorado",0.4298,3.68,9.82,15.60,24.14,46.76,18.35,08,081
"Pitkin County, Colorado",0.5466,3.66,7.74,11.24,17.93,59.43,35.32,08,097
"Cheyenne County, Colorado",0.4233,3.39,9.84,16.98,24.30,45.50,18.74,08,017
"Crowley County, Colorado",0.4185,3.97,10.07,15.52,24.80,45.65,17.35,08,025
"Dolores County, Colorado",0.4295,4.40,9.90,14.33,23.52,47.85,18.73,08,033
"Jackson County, Colorado",0.3796,4.25,10.86,17.25,26.20,41.44,13.57,08,057
"Larimer County, Colorado",0.4497,3.59,9.21,15.35,23.30,48.54,21.14,08,069
"Montezuma County, Colorado",0.4247,3.73,9.72,16.01,24.60,45.94,17.46,08,083
"San Miguel County, Colorado",0.5273,3.23,7.80,12.99,19.41,56.56,32.07,08,113
"Boulder County, Colorado",0.4802,2.92,8.31,14.47,23.24,51.05,22.19,08,013
"Las Animas County, Colorado",0.4616,3.26,8.88,15.38,22.83,49.65,21.40,08,071
"Yuma County, Colorado",0.4244,4.02,10.38,15.31,23.78,46.51,19.33,08,125
"Routt County, Colorado",0.4530,3.47,9.68,15.16,22.21,49.48,21.84,08,107
"Summit County, Colorado",0.4098,4.39,10.33,16.53,23.41,45.34,19.00,08,117
"Clear Creek County, Colorado",0.4127,4.13,10.18,16.45,24.12,45.12,18.30,08,019
"Delta County, Colorado",0.4669,3.49,8.88,14.51,22.56,50.56,22.45,08,029
"Pueblo County, Colorado",0.4572,3.30,8.93,14.95,23.96,48.87,20.45,08,101
"Morgan County, Colorado",0.4014,4.37,10.59,16.46,24.35,44.23,17.42,08,087
"Park County, Colorado",0.4082,4.56,10.28,16.06,24.26,44.84,19.15,08,093
"Mesa County, Colorado",0.4413,3.62,9.29,15.67,23.75,47.67,19.82,08,077
"Prowers County, Colorado",0.4334,3.84,9.56,15.38,23.75,47.47,17.81,08,099
"El Paso County, Colorado",0.4340,3.87,9.72,15.54,23.56,47.31,19.63,08,041
"Washington County, Colorado",0.4135,4.64,10.16,15.69,23.27,46.24,18.49,08,121
"Arapahoe County, Colorado",0.4589,3.88,9.28,14.66,22.13,50.06,23.44,08,005
"Broomfield County, Colorado",0.4303,4.26,9.92,15.46,22.72,47.63,20.20,08,014
"New Haven County, Connecticut",0.4688,3.06,8.60,14.75,23.65,49.94,21.13,09,009
"Tolland County, Connecticut",0.4315,3.69,9.68,16.05,23.91,46.66,19.36,09,013
"Hartford County, Connecticut",0.4716,3.07,8.50,14.82,23.33,50.28,21.72,09,003
"Windham County, Connecticut",0.4151,3.71,10.06,16.55,24.65,45.03,17.11,09,015
"Middlesex County, Connecticut",0.4427,3.53,9.40,15.68,23.70,47.70,20.09,09,007
"New Castle County, Delaware",0.4586,3.28,9.05,15.23,23.27,49.18,21.39,10,003
"Sussex County, Delaware",0.4496,3.91,9.48,14.95,22.53,49.13,21.93,10,005
"District of Columbia, District of Columbia",0.5283,1.79,6.92,13.63,22.70,54.96,24.73,11,001
"Okaloosa County, Florida",0.4303,4.08,9.69,15.74,23.53,46.96,20.04,12,091
"Taylor County, Florida",0.4179,4.50,9.91,15.35,23.97,46.27,17.56,12,123
"Washington County, Florida",0.4401,3.61,9.58,15.20,23.92,47.69,19.16,12,133
"Duval County, Florida",0.4728,3.30,8.90,14.51,22.48,50.81,23.51,12,031
"Bradford County, Florida",0.4403,3.17,8.92,16.46,24.64,46.81,18.32,12,007
"Brevard County, Florida",0.4550,3.69,9.15,14.87,22.93,49.36,21.48,12,009
"Clay County, Florida",0.4191,4.19,10.24,16.03,23.41,46.13,19.27,12,019
"Lafayette County, Florida",0.4750,3.06,7.39,14.07,26.02,49.45,19.79,12,067
"Lake County, Florida",0.4272,4.13,9.78,15.64,23.66,46.79,19.33,12,069
"Nassau County, Florida",0.4544,3.73,9.20,15.01,22.94,49.12,22.29,12,089
"Pinellas County, Florida",0.4857,3.25,8.38,13.94,22.38,52.04,24.15,12,103
"Polk County, Florida",0.4423,3.82,9.62,15.25,23.09,48.23,20.67,12,105
"St. Lucie County, Florida",0.4475,3.75,9.44,15.26,22.97,48.58,21.42,12,111
"Glades County, Florida",0.4324,4.27,9.90,14.83,22.75,48.26,19.41,12,043
"Hendry County, Florida",0.4736,3.45,8.49,14.28,23.27,50.51,23.34,12,051
"Indian River County, Florida",0.5283,3.26,7.64,12.47,19.85,56.77,30.79,12,061
"Jackson County, Florida",0.4463,3.48,9.09,15.32,24.29,47.82,19.33,12,063
"Palm Beach County, Florida",0.5221,2.95,7.59,12.83,20.83,55.80,28.08,12,099
"St. Johns County, Florida",0.4655,3.59,8.88,14.46,22.72,50.35,22.56,12,109
"Seminole County, Florida",0.4600,3.44,9.06,14.84,22.99,49.68,21.51,12,117
"Miami-Dade County, Florida",0.5249,2.64,7.33,12.98,21.45,55.60,27.15,12,086
"Bay County, Florida",0.4509,3.59,9.30,15.13,23.36,48.63,21.36,12,005
"Flagler County, Florida",0.4240,4.14,10.15,15.79,23.32,46.60,19.79,12,035
"Franklin County, Florida",0.5018,2.91,8.11,13.42,22.27,53.31,25.73,12,037
"Hamilton County, Florida",0.4713,3.32,8.08,14.41,24.07,50.12,21.24,12,047
"Liberty County, Florida",0.4288,3.98,10.00,14.50,23.85,47.67,16.43,12,077
"Sumter County, Florida",0.4278,4.28,10.01,15.67,22.91,47.12,20.77,12,119
"Gadsden County, Florida",0.4394,3.13,9.69,15.68,24.34,47.16,18.13,12,039
"Holmes County, Florida",0.4474,3.59,8.55,15.59,24.30,47.96,19.23,12,059
"Lee County, Florida",0.4805,3.43,8.76,14.15,21.77,51.89,24.87,12,071
"Marion County, Florida",0.4481,3.94,9.51,14.94,22.60,49.01,21.75,12,083
"Collier County, Florida",0.5223,3.27,7.78,12.45,19.96,56.53,28.83,12,021
"Orange County, Florida",0.4868,3.23,8.54,13.94,21.85,52.44,24.44,12,095
"Pasco County, Florida",0.4517,3.75,9.18,14.91,23.10,49.06,20.97,12,101
"Highlands County, Florida",0.4803,3.90,8.97,13.81,21.09,52.23,26.68,12,055
"Suwannee County, Florida",0.4715,3.26,8.89,14.85,22.64,50.35,24.49,12,121
"DeSoto County, Florida",0.4526,4.26,9.09,14.38,22.68,49.58,22.23,12,027
"Calhoun County, Florida",0.4523,3.63,9.24,14.74,23.85,48.54,20.97,12,013
"Columbia County, Florida",0.4695,3.44,8.78,14.49,22.84,50.45,22.94,12,023
"Dixie County, Florida",0.4751,3.58,8.71,14.59,21.12,52.01,23.26,12,029
"Putnam County, Florida",0.4599,3.46,8.82,14.84,23.22,49.66,20.78,12,107
"Union County, Florida",0.4736,3.17,9.46,14.65,22.22,50.51,25.87,12,125
"Manatee County, Florida",0.4693,3.59,8.83,14.36,22.58,50.64,23.29,12,081
"Levy County, Florida",0.4544,4.01,8.90,14.79,23.07,49.23,22.27,12,075
"Baker County, Florida",0.4414,3.57,9.26,16.34,23.30,47.54,20.72,12,003
"Volusia County, Florida",0.4617,3.58,9.06,14.64,22.83,49.90,22.27,12,127
"Leon County, Florida",0.4894,2.71,8.30,14.04,23.03,51.92,22.85,12,073
"Madison County, Florida",0.4998,2.78,7.37,14.05,23.24,52.55,23.63,12,079
"Escambia County, Florida",0.4383,4.22,9.80,14.95,22.75,48.28,21.23,12,033
"Hernando County, Florida",0.4280,4.09,9.97,15.57,23.28,47.08,19.38,12,053
"Calhoun County, Georgia",0.4947,2.81,7.99,14.57,22.29,52.34,24.91,13,037
"Macon County, Georgia",0.4729,2.92,7.82,15.50,23.51,50.26,20.21,13,193
"Bleckley County, Georgia",0.4450,2.68,8.64,16.86,25.11,46.70,16.99,13,023
"Bibb County, Georgia",0.5221,2.22,7.21,13.15,22.83,54.59,25.00,13,021
"Marion County, Georgia",0.4385,3.91,9.05,16.28,23.18,47.57,20.38,13,197
"Schley County, Georgia",0.4679,2.25,8.53,15.54,24.89,48.78,19.60,13,249
"Dooly County, Georgia",0.4669,3.40,8.27,14.55,23.80,49.97,19.99,13,093
"Franklin County, Georgia",0.4927,3.17,7.56,14.18,23.10,51.99,24.60,13,119
"Effingham County, Georgia",0.4263,4.04,10.06,15.91,23.77,46.21,20.51,13,103
"Lamar County, Georgia",0.4788,2.40,8.04,14.96,24.51,50.09,19.64,13,171
"Emanuel County, Georgia",0.4680,3.01,8.69,14.68,23.54,50.09,20.67,13,107
"Quitman County, Georgia",0.4580,4.05,8.06,14.47,24.60,48.82,21.01,13,239
"Jasper County, Georgia",0.4199,3.45,9.81,16.40,25.33,45.01,16.75,13,159
"Johnson County, Georgia",0.4361,3.08,8.72,15.75,26.88,45.57,15.19,13,167
"Liberty County, Georgia",0.3993,4.12,11.05,16.68,23.78,44.37,17.02,13,179
"Mitchell County, Georgia",0.4672,3.55,8.90,14.59,22.33,50.63,22.88,13,205
"Seminole County, Georgia",0.5647,2.40,7.34,11.82,19.06,59.37,34.88,13,253
"Tift County, Georgia",0.4615,3.11,8.73,15.04,23.67,49.46,19.43,13,277
"Twiggs County, Georgia",0.4918,2.23,7.65,14.15,24.61,51.37,18.96,13,289
"Polk County, Georgia",0.4879,3.47,8.51,13.96,21.97,52.09,26.32,13,233
"Talbot County, Georgia",0.4579,3.34,9.18,15.21,22.86,49.41,21.63,13,263
"Taylor County, Georgia",0.4630,3.34,8.53,14.44,23.91,49.78,19.15,13,269
"Terrell County, Georgia",0.4633,2.82,8.54,14.85,25.08,48.70,19.44,13,273
"Thomas County, Georgia",0.5078,3.13,7.78,12.84,21.57,54.69,24.81,13,275
"Toombs County, Georgia",0.5548,2.40,7.01,12.15,20.38,58.06,32.19,13,279
"Wilkinson County, Georgia",0.4885,2.51,7.91,14.48,24.23,50.87,22.12,13,319
"Ben Hill County, Georgia",0.4607,3.17,8.51,15.35,23.74,49.23,19.85,13,017
"Burke County, Georgia",0.4486,3.14,8.68,15.00,25.96,47.22,17.81,13,033
"Catoosa County, Georgia",0.4156,4.31,9.88,15.99,24.12,45.71,17.81,13,047
"Chattahoochee County, Georgia",0.4753,3.62,9.51,14.15,21.13,51.60,26.59,13,053
"Chattooga County, Georgia",0.4602,3.41,9.15,15.10,22.61,49.74,21.92,13,055
"Columbia County, Georgia",0.4081,4.30,10.70,16.24,23.52,45.25,18.55,13,073
"Decatur County, Georgia",0.5091,1.69,7.44,14.62,23.42,52.83,22.38,13,087
"Floyd County, Georgia",0.4768,3.38,8.47,14.21,22.83,51.10,23.25,13,115
"Forsyth County, Georgia",0.4037,4.26,10.46,16.59,24.13,44.56,17.28,13,117
"Habersham County, Georgia",0.4307,3.60,9.56,16.04,24.28,46.52,18.35,13,137
"Lowndes County, Georgia",0.5310,1.69,7.24,13.54,22.82,54.71,26.56,13,185
"Meriwether County, Georgia",0.4608,3.29,8.55,14.87,24.15,49.15,20.07,13,199
"Monroe County, Georgia",0.5408,2.27,7.28,12.62,21.06,56.77,29.33,13,207
"Sumter County, Georgia",0.4792,2.68,8.23,14.37,23.85,50.87,20.15,13,261
"Taliaferro County, Georgia",0.4814,3.59,8.63,13.60,22.39,51.78,24.46,13,265
"Baker County, Georgia",0.4744,1.96,8.55,15.53,24.23,49.74,18.67,13,007
"Butts County, Georgia",0.4747,3.73,8.70,13.53,22.58,51.47,23.04,13,035
"Candler County, Georgia",0.5137,2.31,7.60,13.38,23.60,53.12,25.76,13,043
"Carroll County, Georgia",0.4466,3.49,9.26,15.36,23.89,47.99,19.99,13,045
"Crawford County, Georgia",0.4397,2.86,9.48,15.90,25.00,46.77,17.48,13,079
"Crisp County, Georgia",0.5504,2.54,6.69,12.52,19.80,58.45,30.56,13,081
"Coweta County, Georgia",0.4278,3.77,9.93,16.17,23.55,46.58,19.39,13,077
"Cobb County, Georgia",0.4518,3.75,9.20,14.94,23.00,49.10,21.19,13,067
"Dade County, Georgia",0.4495,3.80,8.95,14.73,23.83,48.70,19.72,13,083
"Walton County, Georgia",0.4277,3.84,10.01,15.78,23.61,46.77,18.87,13,297
"Brooks County, Georgia",0.5321,2.00,7.28,12.76,22.53,55.43,26.58,13,027
"Dodge County, Georgia",0.4665,3.34,8.13,14.45,24.21,49.87,19.01,13,091
"Elbert County, Georgia",0.4838,3.53,8.22,13.82,22.24,52.18,23.44,13,105
"Fayette County, Georgia",0.4337,4.09,9.60,15.31,23.51,47.49,19.69,13,113
"Jenkins County, Georgia",0.4413,3.76,9.40,14.70,24.48,47.66,18.48,13,165
"Newton County, Georgia",0.4384,3.53,9.44,15.77,24.23,47.03,19.36,13,217
"Pickens County, Georgia",0.4275,3.77,9.79,16.20,23.85,46.39,19.19,13,227
"Colquitt County, Georgia",0.4732,3.40,8.63,13.89,23.16,50.93,21.75,13,071
"Dawson County, Georgia",0.4358,3.77,9.92,15.31,23.27,47.73,19.86,13,085
"Clayton County, Georgia",0.4175,4.16,10.17,16.02,23.87,45.78,18.70,13,063
"Hall County, Georgia",0.4486,3.99,9.41,14.95,22.57,49.08,21.83,13,139
"Heard County, Georgia",0.4098,3.72,9.57,17.17,25.69,43.85,16.08,13,149
"Hancock County, Georgia",0.4923,3.73,7.82,13.10,22.76,52.59,24.94,13,141
"McDuffie County, Georgia",0.4714,3.36,7.74,14.49,24.40,50.01,20.09,13,189
"Morgan County, Georgia",0.4544,3.47,9.21,15.32,22.86,49.15,21.52,13,211
"Dougherty County, Georgia",0.4948,2.66,7.91,14.17,22.68,52.58,22.66,13,095
"Fannin County, Georgia",0.4519,3.52,9.07,15.15,23.75,48.51,20.59,13,111
"Houston County, Georgia",0.4368,3.52,9.64,15.74,23.98,47.12,19.13,13,153
"Laurens County, Georgia",0.4952,2.81,7.53,13.92,23.51,52.23,22.41,13,175
"Spalding County, Georgia",0.4503,3.49,9.28,15.09,23.62,48.52,20.40,13,255
"Telfair County, Georgia",0.4343,4.67,9.49,14.10,22.85,48.90,18.70,13,271
"Union County, Georgia",0.4698,3.00,8.92,14.93,23.62,49.53,23.33,13,291
"Washington County, Georgia",0.4620,3.12,8.33,14.98,24.94,48.63,19.49,13,303
"White County, Georgia",0.4260,4.03,10.13,15.34,23.92,46.58,19.31,13,311
"Paulding County, Georgia",0.3858,4.71,11.06,16.67,24.44,43.12,16.12,13,223
"Pike County, Georgia",0.4545,2.83,9.57,15.47,23.93,48.19,21.06,13,231
"Richmond County, Georgia",0.4761,2.84,8.47,14.64,23.73,50.32,21.71,13,245
"Tattnall County, Georgia",0.4679,3.50,8.50,13.77,23.66,50.57,19.96,13,267
"Berrien County, Georgia",0.4471,2.49,9.24,15.92,25.40,46.94,17.26,13,019
"Walker County, Georgia",0.4598,3.59,8.88,14.80,23.12,49.61,21.85,13,295
"Gwinnett County, Georgia",0.4300,4.12,9.87,15.55,23.22,47.25,19.79,13,135
"Barrow County, Georgia",0.3943,4.64,10.70,16.69,24.16,43.81,17.42,13,013
"Charlton County, Georgia",0.4360,3.67,8.70,14.81,25.71,47.10,15.13,13,049
"Clinch County, Georgia",0.5444,0.46,6.46,12.62,25.97,54.49,21.83,13,065
"Bartow County, Georgia",0.4303,4.04,9.64,15.92,23.52,46.88,20.02,13,015
"Douglas County, Georgia",0.4071,4.09,10.33,16.58,24.38,44.62,17.03,13,097
"Grady County, Georgia",0.4705,3.29,8.41,14.52,23.50,50.29,21.88,13,131
"Jeff Davis County, Georgia",0.4429,3.26,9.73,15.31,23.67,48.04,18.44,13,161
"Montgomery County, Georgia",0.5234,2.52,7.58,13.27,21.38,55.26,27.92,13,209
"Oglethorpe County, Georgia",0.4137,4.02,9.94,16.16,24.59,45.28,16.62,13,221
"Randolph County, Georgia",0.5508,2.82,7.37,12.56,17.77,59.49,32.47,13,243
"Rockdale County, Georgia",0.4209,4.01,10.03,15.82,24.14,46.00,18.19,13,247
